Full Name,Team Number,Match ID,Crossed Auto Line?,Auto Installed in the Exchange?,Successful Auto Switch Installs,Failed Auto Switch Installs,Successful Auto Scale Installs,Failed Auto Scale Installs,Collects Cubes From,Succcessful Switch Installs,Failed Switch Installs,Successful Scale Installs,Failed Scale Installs,Successful Exchange Installs,Failed Exchange Installs,Drove on the Platform,Climbing,Let other robots climb on it,Tech Foul?,Defense comments,Comments,Submitted At,Token
Saar Zelevski ,3083,QM9,true,false,,,,,"Ground, Pyramid",0,0,3,0,0,0,true,Successful,Didn't Try,false,,רמפה כישלון,2018-03-12 12:19:29,cdde12ecfcc7b9d264a3f05b591246aa
Saar Zelevski ,3083,QM12,true,false,,,,,Ground,0,0,4,0,0,0,true,Successful,Failed,false,,,2018-03-12 12:45:27,dc2523bd4cd1d2162e67bc1fa9c42f3a
יובל ויינשטיין,3083,QM17,true,false,0,0,0,0,Ground,1,0,0,0,3,0,true,Didn't Try,Didn't Try,false,אין,לא ממש אסף קוביות אלא גרר,2018-03-12 13:38:19,8ab2f34e04d5bf8bd3ee1edb82e40006
רותם וילנר,3083,QM 24,true,false,0,0,0,0,Ground,1,0,2,0,0,0,true,Failed,Failed,false,לא הגן,"התחיל לתפס, נתן לרובוט אחר לתפס אליו, ואז הוא נפל, לכן נכשל",2018-03-12 14:34:04,67fa2437d0730d3c075e4b24dd091510
גיא אלטמן,3083,QM32,true,false,0,0,0,0,Ground,0,0,2,1,0,0,true,Failed,Didn't Try,true,.,כרטיס אדום,2018-03-12 15:44:48,67e63709b92530d2df867040b3d25b22
Nir,3083,QM35,true,false,0,0,0,0,Ground,2,0,1,0,0,0,true,Successful,Failed,false,,,2018-03-12 17:09:59,636aa50174f74956946aeaa3ab41e134
Saar Zelevski ,3316,QM2,true,false,1,0,0,0,"Ground, Pyramid",1,0,4,1,3,0,true,Successful,Didn't Try,false,,,2018-03-12 11:13:56,bfeb322a6dca2384d6fe221b4c859fb4
Eliya Filosof ,3316,QM7,true,false,1,,,,"Ground, Pyramid",4,1,1,1,0,0,true,Successful,Didn't Try,false,,,2018-03-12 12:03:07,ab651ae20c940332d772726c100c7abc
Eliya filosof,3316,QM20,true,false,1,0,,0,"Ground, Pyramid",2,0,5,0,0,0,true,Failed,Didn't Try,false,,,2018-03-12 14:05:11,0f995b080ecc20dffd18324a5ed2d03c
סהר כספי,3316,QM26,true,false,0,0,1,0,"Ground, Pyramid, Portal",4,0,1,0,2,0,true,Didn't Try,Didn't Try,false,,מדהימים 😁,2018-03-12 14:52:09,30a3ab4b63be530f7b5035a965bccacf
Saar Zelevski ,3316,QM28,true,false,1,0,,,"Ground, Pyramid",1,0,4,0,3,0,true,Successful,Didn't Try,false,,,2018-03-12 15:08:23,62b6d44acf1dd239f0bdef933b6124e4
רני מלצר,3316,Qm33,true,false,,,1,0,Ground,6,0,1,0,0,0,true,Failed,Didn't Try,false,לא הגן,כדאי להתארגן לטיפוס מוקדם יותר,2018-03-12 15:52:54,8418fe8945831075726d6b00a278b83e
Eylon,3316,QM41,true,false,1,0,0,0,"Ground, Pyramid",0,0,4,1,2,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 07:59:41,0ddcc59185b08ab2deb7d569aedd9379
יובל ויינשטיין,4586,QM4,true,false,1,0,0,0,"Ground, Pyramid",0,0,0,0,8,0,true,Failed,Didn't Try,false,אין,ניסה לטפס על מיסקר אבל נתלה ממקום לא טוב והחליט לוותר,2018-03-12 11:32:40,c24718a63700075d24f6f574a42ed678
יובל ויינשטיין,4586,QM6,true,false,1,0,0,0,Ground,3,0,0,0,0,0,false,Didn't Try,Didn't Try,false,מנעו מספייקס לעלות לפלטפורמה,אין,2018-03-12 11:53:26,82bd2e9eaf5eec2daad9562e8fe27cf5
Sahar Caspi,4586,QM15,true,false,1,0,0,0,Ground,0,0,4,0,0,0,true,Successful,Didn't Try,false,,,2018-03-12 13:11:29,18ba7b4289bea0e05ba8767c4562e3f7
יובל גונן,4586,QM18,true,false,1,0,0,0,"Ground, Portal",1,0,4,0,0,0,true,Successful,Didn't Try,false,,,2018-03-12 13:48:07,835aa8a9244fac87cce957c59e06a8ae
רותם וילנר,4586,QM 26,true,false,1,0,0,0,"Ground, Pyramid",2,0,0,0,7,0,true,Successful,Didn't Try,false,לא הגן,"נשאר בחצי שלו של המגרש, נפלה לו קוביה בשלב האוטונומי, והוא הרים אותה",2018-03-12 14:52:55,79bb914c0761f1a5ab2e95c438836b4f
גיא אלטמן,4586,QM30,true,false,1,0,0,0,Ground,3,1,4,0,0,0,true,Successful,Didn't Try,false,...,...,2018-03-12 15:28:39,a04d56fc809a2ea3c6cbb6099368c2aa
עילי,4586,QM31,true,false,,,,,Ground,1,2,0,0,0,0,true,Didn't Try,Didn't Try,false,,,2018-03-12 15:35:34,b8077a2bb20b9189b84a37555dacd972
Saar Zelevski ,4586,QM37,true,false,,,,,"Pyramid, Ground",2,1,6,1,0,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 17:22:10,863fa894c816b246681152d478898920
Nir,4586,QM39,true,false,1,0,0,0,"Ground, Pyramid, Portal",3,0,2,0,3,0,true,Successful,Didn't Try,false,,,2018-03-13 06:37:57,452b6d9efbafa219045adee0ed4ece9e
ענב בר ניר,4590,Qm1,false,false,0,0,0,0,"Ground, Pyramid",3,0,0,0,3,0,true,Failed,Failed,false,לא הגן,,2018-03-12 11:14:56,2ecc9f061cabbcb9b56b12deb78cd28e
Saar Zelevski ,4590,QM7,false,false,0,,,,"Ground, Pyramid",3,0,0,0,3,0,true,Failed,Didn't Try,false,,,2018-03-12 12:02:25,7f4a8bd93151f8817e8ff1b9c16b567f
אליה פילוסוף ,4590,QM13,true,false,,,,,Ground,4,1,0,0,0,0,true,Failed,Failed,false,,רובוטswitch,2018-03-12 12:55:48,1c16aa64e488ddeed611b582d9b4c9d4
גיא אלטמן,4590,QM21,true,false,0,0,0,0,Pyramid,0,0,0,0,7,0,true,Successful,Didn't Try,false,---,---,2018-03-12 14:09:09,bb800b6d0ef717fae3ed9151ee540ea2
Sahar Caspi,4590,QM23,true,false,1,0,0,0,Pyramid,0,0,0,0,2,1,true,Failed,Didn't Try,false,,,2018-03-12 14:26:37,c936b5e8bb72bb00f139bd0ffa575415
Stav,4590,QM38,false,false,0,0,0,0,Ground,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,,לא זז,2018-03-12 17:38:20,b4e945d3512cf5ade45150fcb473f0fa
Ori Adereth,4784,QM11,true,false,0,0,0,0,,0,0,0,0,0,0,true,Didn't Try,Didn't Try,false,אין,לא עשה שום דבר חוץ מלעבור את ה autoline ולעלות על הפלטפורמה,2018-03-12 12:38:51,1dc372ec87079c8f0d56bb5fa204f686
גיא אלטמן,4784,QM19,true,false,0,0,0,0,Ground,0,0,0,0,0,0,true,Didn't Try,Didn't Try,false,הגנה טובה,לא אסף קוביות,2018-03-12 13:54:46,2eb71954e8891c1f2f105cecfedc5207
Sahar Caspi,4784,QM24,true,false,0,0,0,0,Ground,0,0,0,0,0,0,true,Successful,Didn't Try,false,,"נכנס בסוויץ' באוטונומיה
מתנדנד, לא אסף קוביות",2018-03-12 14:34:32,b03b841bb335dbcf59af513d10a04a8b
עילי,4784,QM28,true,false,,,,,,0,0,0,0,0,0,true,Didn't Try,Didn't Try,true,,דחף את מרס לאיזור הלבן,2018-03-12 15:12:06,48566484d8b4d432d7cdbfb53de7dae6
יובל גונן,4784,QM33,false,false,,,,,Ground,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,,לא היה במשחק,2018-03-12 15:52:11,5d2a7b33474e8d85fba50af6f3711f9f
Nir,5135,QM3,true,false,0,0,0,0,Ground,1,0,0,0,1,0,true,Didn't Try,Didn't Try,false,,,2018-03-12 11:20:22,a7f076c490b2c5233a1082e824acc302
Ori Adereth,5135,QM10,true,false,1,0,0,0,Portal,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,אין,"הצליח לאסוף מה פורטל אבל הוא הפיל את הקוביה אחר כך, הבמפר הימני נפל, הפסיק לשחק לאחר דקה אחת.",2018-03-12 12:30:30,780fc993c812211950df3663b8c520ee
יובל ויינשטיין,5135,QM16,true,false,0,0,0,0,Portal,0,1,0,0,0,0,false,Didn't Try,Didn't Try,false,אין,משך פאול טכני לטובתו,2018-03-12 13:23:42,a0505a47953f1e302f886e79f14ec3a1
עילי,5135,QM16,true,false,0,0,0,0,Portal,0,1,0,0,0,0,false,Didn't Try,,false,,הרובוט הזה מוגבל בכל דרך אפשרית,2018-03-12 13:23:26,ea9f6ebce3300496738abfb25356bee3
רני מלצר,5135,Qm20,true,false,1,0,,,Portal,0,0,0,0,0,0,true,Didn't Try,Didn't Try,false,מנעו מ3316 לקחת קוביות מהרצפה מאחורי הסוויטץ' כמה פעמים,פאול רגיל אחד,2018-03-12 14:02:59,a5bd4d095d178e4ef807d89f009e4cc8
רותם וילנר,5135,QM 23,true,false,0,0,0,0,,0,0,0,0,0,0,false,Didn't Try,Didn't Try,true,לא הגן,שוחק ממש גרוע,2018-03-12 14:27:04,cc62550850c3bd8845d907bb52858665
יובל גונן,5135,QM31,true,false,,,,,Pyramid,1,0,0,0,5,0,false,Didn't Try,Didn't Try,false,,לא בדיוק אסף מהפירמידה אלא רק דחף לאקסצ'יינג,2018-03-12 15:35:42,ea95b840f7e0bd10e8382c8616a5da45
Saar Zelevski ,5135,QM36,true,false,,,,,"Ground, Pyramid",0,0,0,0,1,0,true,Didn't Try,Didn't Try,false,,,2018-03-12 17:16:09,7beb101b229cc39cd12beb2174fe5eee
עילי,5336,QM30,true,false,,,,,"Pyramid, Portal, Ground",5,0,0,0,5,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 15:28:01,eda80d48e99632b7aa3b0d7998205f09
Nir,5636, QM2,true,false,0,0,0,0,"Ground, Pyramid",0,0,0,0,6,2,true,Didn't Try,Didn't Try,false,,,2018-03-12 11:13:03,b4d50199cd2783b36475bea209cc8114
Ori Adereth,5636,QM9,true,false,0,0,0,0,"Ground, Pyramid",2,1,0,0,5,0,true,Failed,Didn't Try,false,לא הצליח לטפס בגלל בעיות  עם איזון הרובוט בזמן הטיפוס.,אין,2018-03-12 12:22:43,7d4abd376672adaf56c7243fbda8de17
Stav,5636,QM12,true,false,0,0,0,0,Ground,0,0,0,0,7,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 12:45:36,7ba531a505acc334bfbd456682c747af
Sahar Caspi,5636,QM17,true,false,0,0,0,0,"Pyramid, Ground",2,2,0,0,5,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 13:38:35,fe6246ad0fceba7c171c90afd9ee2333
Guy Altman,5636,QM23,true,false,0,0,0,0,Pyramid,1,0,0,0,9,0,true,Didn't Try,Didn't Try,false,...,...,2018-03-12 14:26:08,73706189f4887e88a45e2b17be80acaa
Daniel Tal,5636,QM37,,,,,,,Ground,4,0,0,0,0,0,false,Didn't Try,Didn't Try,false,,"התחלתי באמצע, פיספסתי את האוטונומי",2018-03-12 17:32:22,3875ed0b753734e9fb2c58f859d75419
Eliya Filosof ,5654,QM3,false,false,1,0,0,0,"Ground, Portal",3,1,3,1,3,1,true,Successful,Didn't Try,false,,לא עברו לצד השני של המגרש חוץ מקו אוטונומי,2018-03-12 11:23:50,f50f756c6ecd9668e86d51450f5f72bb
Ori Adereth,5654,QM7,false,false,1,0,0,0,"Ground, Pyramid",5,1,0,0,3,0,false,Didn't Try,Didn't Try,false,אין,אין,2018-03-12 12:04:49,0ea5427b92b253e60d5572330faee1c1
אליה פילוסוף,5654,QM19 ,true,false,1,0,,,"Ground, Pyramid",5,1,0,0,4,0,true,Successful,Didn't Try,false,,,2018-03-12 13:57:29,d5f5f2067aa8e23a39059f5042e460ef
Saar Zelevski ,5654,QM22,true,false,1,,,,"Ground, Pyramid",7,0,0,0,5,0,true,Successful,Didn't Try,false,,,2018-03-12 14:15:36,69e1d21e535698b3aa9605fbe43300f3
Saar Zelevski ,5654,QM30,true,false,1,,,,"Ground, Pyramid",2,1,0,0,7,0,true,Successful,Didn't Try,false,,,2018-03-12 15:28:46,069af43da9cf159e7a7330332374bf51
Ilai,5654,QM3,true,false,1,0,0,0,"Pyramid, Ground",4,0,0,0,8,0,true,Successful,Didn't Try,false,,,2018-03-12 16:11:50,aa970dbefdecd5f6659db1c037640c2f
Nir,5654,QM37,true,false,1,0,0,0,"Ground, Pyramid",5,0,0,0,6,0,true,Successful,Didn't Try,false,,,2018-03-12 17:23:00,cd3cc0c71f7037852c5e3af0af9e2c82
Saar Zelevski ,5654,QM42,true,false,1,,,,"Ground, Pyramid",4,0,0,0,6,0,true,Successful,Didn't Try,false,,,2018-03-13 08:17:35,86e6c45f88394a6bba1885eb4b2c2a2f
Stav,5654,QM44,true,false,1,0,0,0,"Ground, Pyramid",2,0,0,0,9,0,true,Successful,Didn't Try,false,,,2018-03-13 08:49:40,35dd52c19d0a0a24f9704ff7bfa616c2
יובל ויינשטיין,5990,QM5,true,false,0,1,0,0,Ground,1,2,0,0,1,0,true,Successful,Didn't Try,false,ניסה למנוע התקנה ולשמור על הסוויץ' אך לא הצליח,התעכב באיסוף,2018-03-12 11:41:44,c83650ec8f3264bcf7709456f755ba12
Saar Zelevski ,5990,QM10,true,false,1,,,,"Ground, Pyramid",1,0,0,0,2,0,true,Successful,Didn't Try,false,,,2018-03-12 12:28:01,fb387a46c225e531a14cdd4cdd7db226
Saar Zelevski ,5990,QM14,true,false,,,,,"Ground, Pyramid",0,3,0,0,3,0,,Failed,Didn't Try,false,,במה צפיתי,2018-03-12 13:10:19,5b7ec1342c36a1763de9e3a21caccee8
Sahar Caspi,5990,QM18,true,false,0,0,0,0,Pyramid,0,0,0,0,7,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 13:46:51,eeebb7b6ce31be5609ac69159342d096
 Ori Adereth,5990,QM22,true,false,0,0,0,0,Ground,7,0,0,0,0,0,true,Failed,Didn't Try,false,אין,הוו שאיתו הוא ניסה לטפס התהפך לכיוון ההפוך.,2018-03-12 14:17:49,7325d226673cfc5993993cbb2a355812
רותם וילנר,5990,QM 31,true,false,0,1,0,0,"Ground, Portal",6,3,0,0,0,0,true,Failed,Didn't Try,false,התקיף את הצד השני,הסוויצ׳ים היו בצד השני. נשבר לו הוו תיפוס באמצע תיפוס ,2018-03-12 15:36:34,1b3054321ae04324a38d8442d3f00988
Saar Zelevski ,5990,QM35,true,false,,,,,"Pyramid, Ground",6,0,0,0,0,0,true,Didn't Try,Didn't Try,false,,טיפס על ארטמיס,2018-03-12 17:08:10,e04456d935b6cacf0db89597b80c5051
Stav,6049,QM2,false,false,0,0,0,0,Ground,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,,לא תפקד,2018-03-12 11:20:13,6631d92c91c6bbccc0b7d38bf95ecc51
Saar Zelevski ,6049,QM7,false,false,,,,,,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,,יש להם פלטה מאוד יפה על הרובוט,2018-03-12 12:12:16,2683892904a9f12b84f08c45068e19cb
Stav,6049,QM11,false,false,0,0,0,0,Ground,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 12:40:43,56b7d34e65867cbdd22f00af0f9da8d4
גיא אלטמן,6049,QM18,true,false,0,0,0,0,Ground,0,0,0,0,0,0,false,Didn't Try,Didn't Try,true,,לא הצליחו לאסוף,2018-03-12 13:48:39,c87994d820fc3e0da3e610f28089e521
Guy Altman,6049,QM27,true,false,0,0,0,0,Ground,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,...,נפל במפר אז הם עצרו,2018-03-12 14:59:47,df684f5e8f0e8366fc62d81ef25cbb74
Ori Adereth,6049,QM32,false,false,0,0,0,0,,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,אין,לא עשה כלום,2018-03-12 15:44:14,a188db699c37826c776375d0314d0450
ליהיא פרידן,6049,QM36,false,false,0,0,0,0,,0,0,0,0,0,0,true,Didn't Try,Didn't Try,false,,"מתנדנדים בטירוף
לא אספו אפילו לא קוביה אחת
""נוסעים""",2018-03-12 17:16:15,cd44a9414486cd3359c4aecefcb0e5ba
Saar Zelevski ,6104,QM1,,,,,,,,,,,,,,,,,,,,2018-03-12 10:33:31,49f0ff5b9e0c385f9d0eddb85cca8678
רני מלצר,6104,Qm8,true,false,1,,,,"Ground, Pyramid",0,0,7,0,1,0,true,Successful,Didn't Try,false,לא הגן, טיפוס ממש ממש מהיר,2018-03-12 12:13:47,9e8296b2886ae8c6e00033ea2e1358e3
Sahar Caspi,6104,QM14,true,false,1,0,0,0,Pyramid,1,0,2,1,3,0,true,Successful,Didn't Try,false,,,2018-03-12 13:03:20,268241aaa69ae414d736c051de853d65
רני מלצר,6104,Qm18,true,false,1,0,,,"Ground, Pyramid",1,0,1,0,2,0,true,Successful,Didn't Try,false,לא הגן, כרטיס צהוב ,2018-03-12 13:48:33,5f2c4dd9a8474f6693d427d9066391cc
Guy Altman,6104,QM24,true,false,0,1,0,0,Ground,0,0,5,1,0,0,true,Successful,Didn't Try,false,...,...,2018-03-12 14:33:03,d20d286ce2905f03f0038428d38f18d7
גיא אלטמן,6104,QM31,true,false,1,0,0,0,"Ground, Pyramid",3,0,2,1,3,1,false,Didn't Try,Didn't Try,false,...,ניסו לטפס על קבוצה אחרת ונכשלו,2018-03-12 15:36:40,0d118415f5663bdc885f5ef1c9500445
יוחנן,6104,QM38,true,false,0,0,0,0,Ground,0,0,4,1,0,0,true,Successful,Didn't Try,false,,רובוט scale סביר,2018-03-12 17:37:03,f05e9fad7f623ba201cf383c87fa9bbe
Eylon Efraim,6104,Q40,true,false,0,0,0,0,Ground,0,0,5,1,0,0,true,Successful,Didn't Try,false,,,2018-03-13 07:38:24,bac1e41d77ef19e5a7901a4fe029a11c
Stav,6736,QM9,true,false,0,0,0,0,Ground,2,0,1,0,0,0,true,Didn't Try,Didn't Try,false,,,2018-03-12 12:38:29,83462874a7d4b617ce261946bc065b7e
רני מלצר ,6736,Qm17,true,false,1,0,,,Ground,1,0,2,1,0,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 13:38:47,c669479f4c24610b496687e1614ab844
יעל אמיתי,6736,QM 24,true,false,0,1,0,0,Ground,0,0,0,1,1,0,false,Didn't Try,Didn't Try,false,דחפו רובוט כדיי לעקב אותו,לא ממש הצליחו לאסוף קוביות,2018-03-12 14:34:28,a191a30cd76af126da594da25a13fb05
Guy Altman,6736,QM28,true,false,0,0,0,0,Ground,0,0,2,0,0,0,false,Didn't Try,Didn't Try,false,...,...,2018-03-12 15:10:43,ee0000363889e4592f2c05385ec6c4da
רני מלצר,6736,Qm3,true,,,,,,Ground,0,0,0,0,4,0,true,Didn't Try,Didn't Try,false,לא הגן,"F גרירה

רובוט קופצני ",2018-03-12 16:12:07,8b4039f0d7d6a3ec38f552927baec288
Nir,6736,QM36,true,false,0,0,0,0,Ground,1,0,0,0,1,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 17:15:54,87203e34328c5f6012c1ace86dd9d7c6
Saar Zelevski ,6736,QM43,true,,,,,,"Ground, Pyramid",1,0,0,0,3,0,true,Didn't Try,Didn't Try,false,,,2018-03-13 08:42:10,6ecad30dea90bee3adef111d10604b8b
Nir,6738,QM10,true,false,0,0,0,0,Ground,3,2,0,0,1,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 12:28:08,d35575de53a523efe45e870d2e993861
OriAdereth,6738,QM13,true,false,0,0,0,0,,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,אין,לא עשה כלום כל החלק של ה teleop,2018-03-12 12:57:18,6909ca1895d68e161887ea391cfbf698
Saar Zelevski ,6738,QM21,true,false,,,,,"Ground, Pyramid",6,0,0,0,1,1,true,Didn't Try,Didn't Try,false,,,2018-03-12 14:07:35,f4ac3fca2f37eb2c2d3f910443d76925
Ori Adereth,6738,QM25,true,false,0,0,0,0,Pyramid,1,0,0,0,2,0,true,Didn't Try,Didn't Try,false,אין,מתקשה לאסוף קוביות,2018-03-12 14:42:33,d4bfe64d6c8496bac993a04f4bddfec2
Saar Zelevski ,6738,QM29,true,false,,,,,"Ground, Pyramid",0,0,0,0,1,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 15:19:33,98c128dcddf7f320fe09118024802913
אופיר,6738,QM37,true,false,0,0,0,0,"Ground, Pyramid",1,0,0,0,1,0,false,Didn't Try,Didn't Try,false,,נכנס לdisable כי איבדו תקשורת,2018-03-12 17:35:23,339e12f2315d0086d73995d27de6b359
Saar Zelevski ,6738,QM40,true,false,,,,,Ground,0,0,4,1,0,0,true,Didn't Try,Didn't Try,false,,,2018-03-13 07:35:31,c460f48e97bac7d6d29e2df21b423e0a
רני מלצר,6739,Qm5,false,false,,,,,Ground,0,0,0,0,1,0,false,Didn't Try,Didn't Try,false,לא הגן,"לא ברור מה הנהג מנסה לעשות

לא אוסף קוביות, דוחף אותן עם הבאמפר",2018-03-12 11:41:44,9aa7f6296dd40d77903aabe302296321
Ilai,6739,QM11,false,false,0,0,0,0,Portal,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,דחף רובוט אחר,לא עשה פאקינג כלום במשך כל המשחק חוץ מלהפיל קוביות,2018-03-12 12:41:16,52750ac2f3af7e7b417fe3e2476aa6d1
רני מלצר,6739,Qm15,true,false,,,,,,0,0,0,0,0,0,false,Didn't Try,Didn't Try,true,לא הגן,"לפי סדר כרונולוגי:
נוסע בריבועים בתוך הנול אריאה

נוסע הלוך חזור לאורך המגרש

אין לי מושג מה הוא עושה

Tf null

נתנו טיפוס חינם (נגיעה בפלטפורמה)",2018-03-12 13:12:47,d07b3d4f0c9cfd616851745ed4357357
Saar Zelevski ,6739,QM17,true,false,,,,,,0,0,0,0,0,0,,Didn't Try,Didn't Try,false,,"הרובוט שלהם הפסיק לעבוד, איזה מזל",2018-03-12 13:36:55,e3043ae03e5f2c434bc318c25a6a6c4a
סהר כספי,6739,QM25,true,false,0,0,0,0,Pyramid,0,0,0,0,2,1,false,Didn't Try,Didn't Try,false,הדף רובוט יריב מלהגיע לפורטל,,2018-03-12 14:42:11,009fefc2cd6523a1d1dd92eb0de181ad
Ori Adereth,6739,QM31,true,false,0,0,0,0,Portal,1,0,0,0,0,0,false,Didn't Try,Didn't Try,false,אין,איבדו חיבור עם הרובוט,2018-03-12 15:35:46,d4677ceed7eafa39db14101ec1917f20
יוחנן,6739,QM34,true,false,0,0,0,0,Portal,1,0,0,0,0,0,true,Didn't Try,Didn't Try,false,המון pinning,"עשה בעיקר הגנה
שם את הקוביה שהתחיל איתה בסוויץ' ואז עשה הגנה לשאר המשחק",2018-03-12 17:01:11,7f6104604117b262119f4e107c4a775a
Stav,6740,QM4,true,false,0,0,0,0,Ground,1,0,0,0,0,0,false,Didn't Try,Didn't Try,false,,"מתקשים בלאסוף
כנראה בעיות תקשורת",2018-03-12 11:32:26,af46b381a7264bf48c989ca642efd863
רני מלצר,6740,Qm9,true,false,0,1,,,"Ground, Pyramid",1,0,0,0,2,0,true,Failed,Didn't Try,false,,3083 ניסו להרים אותם ללא הצלחה,2018-03-12 12:21:03,1a096a60b7ff1f8fdefd1d976dc10912
Eliya filosof,6740,QM15,true,false,,,1,,"Ground, Portal",0,0,0,0,0,0,true,Didn't Try,Didn't Try,true,,,2018-03-12 13:12:14,0527bd4a0b64eb34202f0cd8833c18f9
יעל אמיתי,6740,QM 22,true,false,0,0,0,0,Ground,0,0,0,0,1,0,true,Didn't Try,Didn't Try,false,,שלוש פעמיים פשוט הפסיק לזוז למשך 15 שניות,2018-03-12 14:20:43,25dd93149df03a25a5ad3886be2a100d
Ori Adereth,6740,QM24,true,false,0,1,0,0,"Ground, Pyramid",2,3,0,0,0,0,false,Didn't Try,Didn't Try,false,אין,מתקשה להחזיק קוביות.,2018-03-12 14:34:08,ccbea9372969e8541606d6bf8af6054f
Ori Adereth,6740,QM29,false,false,0,0,0,0,,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,אין,לא עשה כלום,2018-03-12 15:19:41,38592c824c03fa6d1a670c83165d705e
Saar Zelevski ,6740,QM33,false,false,0,0,,,"Ground, Pyramid",0,0,0,0,6,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 15:51:15,71f265466b7c7145013dbfb952e33def
Nir,6740,QM40,false,false,0,0,0,0,,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,,לא זזו כל המשחק,2018-03-13 07:36:49,0717228739c33a46c06de303538b0b92
יובל ויינשטיין,7038,QM3,true,false,0,0,0,0,Ground,1,0,0,0,0,0,true,Didn't Try,Didn't Try,false,אין,עבירה - פירק חלק מהסוויץ,2018-03-12 11:23:21,1d206e63e277bf4048658d51e1672868
אליה פילוסוף,7067,QM6,true,false,,,,,"Ground, Portal",2,1,0,0,9,2,true,Didn't Try,Didn't Try,false,,,2018-03-12 11:53:05,3190df1cda74b3ddb92c94a8538269d1
Eliya Filosof ,7067,QM10,true,false,,,,,"Ground, Portal",0,0,0,0,9,2,false,Didn't Try,Didn't Try,false,,,2018-03-12 12:30:10,ec16dbeac2328ca45b59084baa89d4bb
Saar Zelevski ,7067,QM13,true,false,,,,,"Ground, Pyramid",3,0,0,0,4,0,false,Didn't Try,Didn't Try,false,,לוקחים קוביות מהריטרן ושמים בסוויץ,2018-03-12 12:55:00,41d6a2198ed0d874f455466cd9225797
יובל ויינשטיין,7067,QM20,true,false,0,0,0,0,Ground,0,0,0,0,5,0,false,Didn't Try,Didn't Try,false,אין,אין,2018-03-12 14:01:48,19db71426898360c05af58c367e5c24a
גיא אלטמן,7067,QM22,true,false,0,0,0,0,Pyramid,1,0,0,0,7,1,false,Didn't Try,Didn't Try,false,...,...,2018-03-12 14:16:59,5d4e9d2ccee7357355b2976ff5ad8877
ענב,7067,QM 27,false,false,0,0,0,0,"Ground, Pyramid",1,0,0,0,6,0,true,Didn't Try,Didn't Try,false,אין,אין,2018-03-12 15:01:14,51d937f1e023489d69c7241cb37241b8
עדן סוקולובסקי,7067,QM34,true,false,0,0,0,0,"Ground, Pyramid",0,0,0,0,8,1,false,Didn't Try,Didn't Try,false,,אוסף קוביות ממש לאט,2018-03-12 16:59:32,b1cb94112776301e1b371d0500cc59b2
Saar Zelevski ,7067,QM41,true,false,0,,,,"Ground, Pyramid",1,0,0,0,5,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 07:47:05,100c8a1ac034698be6101bd941a99d35
Saar Zelevski ,7079,QM4,true,false,,,,,"Ground, Pyramid",1,0,0,0,0,0,false,Didn't Try,Didn't Try,false,,דחפו את הפרמידה באוטו,2018-03-12 11:31:15,07cbf9713726ded6e2345df76f50430a
Stav,7079,QM7,false,false,0,0,0,0,Ground,4,1,0,0,0,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 12:05:24,d90e8e3ae09667d82af8f33a20b68c43
Ori Adereth,7079,QM12,true,false,0,0,0,0,Pyramid,2,0,0,0,5,0,false,Didn't Try,Didn't Try,false,אין,אין,2018-03-12 12:45:23,d7e76a163b6ce084ef7e2bf20ffc6302
גיא אלטמן,7079,QM20,true,false,0,0,0,0,"Ground, Pyramid",4,1,0,0,1,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 14:01:32,9b11cf6409e77d30977b41a6893c5307
רותם וילנר,7079,QM 22,false,false,0,0,0,0,,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,לא הגן,המריצים לא הזיזו אותו בכלל,2018-03-12 14:16:52,edc2b17fe867c915538bdae5490d9f41
Ori Adereth,7079,QM27,false,false,0,0,0,0,Ground,5,0,2,1,0,0,true,Didn't Try,Didn't Try,false,אין,אין,2018-03-12 15:00:27,74fb66fb38c09ee4467129b4e97c06b5
