Full Name,Team Number,Match ID,Crossed Auto Line?,Auto Installed in the Exchange?,Successful Auto Switch Installs,Failed Auto Switch Installs,Successful Auto Scale Installs,Failed Auto Scale Installs,Collects Cubes From,Succcessful Switch Installs,Failed Switch Installs,Successful Scale Installs,Failed Scale Installs,Successful Exchange Installs,Failed Exchange Installs,Drove on the Platform,Climbing,Let other robots climb on it,Tech Foul?,Defense comments,Comments,Submitted At,Token
מאיה לוי,2212,QM35,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",0,0,3,1,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,איסוף איטי,2018-03-05 17:03:08,71bacab0e978c21cb4aaaf2802737cb4
יעל אמיתי,2212,QM5,TRUE,FALSE,0,0,0,0,Ground,0,2,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,בקושי הצליח לאסוף קוביות (ניסה הרבה פעמים),2018-03-05 12:06:24,de94034d0c9dc648c30d31f1df481db7
יעל אמיתי,2212,QM7,TRUE,FALSE,0,0,0,0,Ground,1,1,0,0,0,0,TRUE,Failed,Didn't Try,FALSE,,ניסו הרבה והצליחו רק פעמיים להרים קוביה,2018-03-05 12:27:33,a4a40839752c8d3ce869ba40700c3f89
רני מלצר,2212,QM41,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",0,0,3,1,1,1,FALSE,Didn't Try,Didn't Try,FALSE, אין,קצת מתקשים באיסוף,2018-03-06 7:06:36,3c2c6b84ef62b1a228eea5da5bc2408d
ענב,2212,QM 47,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",0,0,5,0,0,0,TRUE,Didn't Try,Didn't Try,TRUE,לא הגן,העלה את המאזניים עם המעלית קיבל TF,2018-03-06 7:54:12,d003fa1aaa99cb0de8d5b67f3bb1bb94
סהר כספי,2212,QM55,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",0,0,2,0,2,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 9:02:53,d57d9680c58b428fe1e4d3b4e4a129e3
Saar Zelevski ,2212,QM57,TRUE,FALSE,1,0,0,0,"Pyramid, Ground",0,0,4,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 9:18:32,58961e7a743d2f23f2bc82d482dd97cc
סהר כספי,2212,QM29,TRUE,FALSE,0,0,0,0,"Ground, Portal",0,0,4,1,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 10:23:35,1d37b8fab71d5afeb7205f7492b43903
Stav Eyal,2212,QF4,TRUE,FALSE,0,0,0,0,Ground,0,0,2,1,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 12:50:57,3716c13e54f7aa4efaed45f5f28945d1
יעל אמיתי,2230,QM 34,FALSE,FALSE,0,0,0,0,Ground,0,0,2,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,פגעו הקבוצה הייתה. באזור המוגן לקבל פאול,אין,2018-03-05 16:56:46,6b254c62e0525d523e2f82ba5d73472f
Saar Zelevski ,2230,QM17,FALSE,FALSE,0,0,0,0,Ground,1,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,אני רוצה את 1944 בחזרה...,2018-03-05 14:07:14,80d03258752cc80af7be4a66fa39bef9
יובל ויינשטיין,2230,QM22,TRUE,FALSE,0,0,0,0,Ground,0,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,"חצה את החצי בשלב האוטונומי
",2018-03-05 14:50:10,8ce2f7eb93a46c8eeed4b75f97e1ef58
מאיה לוי,2230,QM35,FALSE,FALSE,0,0,0,0,"Ground, Portal",1,0,1,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,איסוף איטי,2018-03-05 17:15:54,2d525fc89ad6e8ed2c2989754a38aa59
טל שמר,2230,QM4,FALSE,FALSE,0,0,0,0,"Ground, Pyramid",2,1,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,ניסה להרים קוביות פעמיםרבות לפני שהצליח,2018-03-05 11:54:32,15dc414702f7ba392b800b62502fb917
רני מלצר,2230,QM7,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,לא הצליח לתפוס אף פאוור קיוב,2018-03-05 12:30:09,3fd7b773472e7b8c788f6e47922b3032
סהר כספי,2230,QM45,TRUE,FALSE,0,0,0,0,Pyramid,0,0,0,0,1,0,FALSE,Didn't Try,Didn't Try,FALSE,,לא עשה אוטונומי,2018-03-06 7:38:55,180e869b2d1d8676000a1ffe065dc4df
מאיה לוי,2230,QM47,FALSE,FALSE,0,0,0,0,Ground,1,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,לא זז באוטו,2018-03-06 7:54:06,0882f6470e0f1282bf46eae7ade97cb2
טל שמר,2230,QM45,FALSE,FALSE,0,0,0,0,Pyramid,0,1,0,0,1,2,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 9:01:42,a296c5f25dd86232b95ce0a53338758f
Stav Eyal,2230,QM56,TRUE,FALSE,0,0,0,0,Ground,3,1,0,0,1,0,TRUE,Didn't Try,Didn't Try,FALSE,שמו קוביות על הswitch של הקבוצה השנייה,,2018-03-06 9:17:27,a6a8d3d2a536c1decdd391c599edd738
Nir,2230,QM29r,TRUE,FALSE,0,0,0,0,Ground,4,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 10:23:54,068f3d399390a1c50a2120dff79679fb
מאיה לוי,2230,Qf 3,FALSE,FALSE,0,0,0,0,"Ground, Pyramid",3,1,1,0,1,0,FALSE,Didn't Try,Didn't Try,FALSE,אין,לא זזו באוטונומי,2018-03-06 12:52:34,ed9880a524688473f34aab678b8ac102
יעל אמיתי,2630,QM11,TRUE,FALSE,0,0,0,0,Ground,0,0,1,0,1,0,FALSE,Didn't Try,Didn't Try,FALSE,"חסם קבוצות במשך כל המשחק
 (גם בendgame(",לא הצליח לאסוף קוביות ,2018-03-05 13:03:16,8462a2726c32695776430f9ef78d504e
רני מלצר,2630,Pm5,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא זז,הרובוט נסע קדימה ואחורה כמה פעמים ואז הפסיק לזוז לחלוטין,2018-03-05 10:09:46,cd1688449ac1c947fa8a49c8edf688a7
ענב,2630,QM 13,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,3,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,אין,"התקלקל כשנשארו 60 שניות למגרש, נתקע על הרמפה ומעלית הפסיקה לעבוד",2018-03-05 13:30:23,f9324892f96150455c51b3b0643a2ec0
יובל ויינשטיין,2630,QM1,FALSE,FALSE,0,0,0,0,"Ground, Pyramid",1,0,0,4,1,0,TRUE,Failed,Didn't Try,FALSE,לא עשה הגנה,"לא טיפס כי לא נשאר זמן
אגרסיבי
הרבה קוביות נפלו",2018-03-05 11:24:04,518e49041d6898683a260a271dfb60bc
Saar Zelevski ,2630,QM13,TRUE,FALSE,0,0,0,0,Ground,0,0,4,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,נפל להם המעלית/מנגנון איסוף/טיפוס (הכל ביחד/לא ברור) והושבת להם הרובוט,2018-03-05 13:28:40,33d4832dd6fec956ec9cfbb6e5e1899f
יובל ויינשטיין,2630,QM21,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",2,0,2,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-05 14:44:47,555c55ab6e1a8c549a46df70d68debc7
ענב,2630,QM28,TRUE,FALSE,0,0,0,0,Ground,0,0,4,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,נתקע ב30 השניות האחרונות,2018-03-05 15:52:44,be1ca7790b336662060eec1de340ccdb
מאיה לוי,2630,QM31,TRUE,FALSE,0,0,0,0,Ground,0,0,5,1,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-05 16:28:15,4827cc215c2dbe71188f0012502573e4
סהר כספי,2630,QM38,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,3,1,4,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 6:37:07,805b5bf2f4eb9936a26a3082c15f0965
טל שמר,2630,QM44,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,8,0,0,0,TRUE,Failed,Didn't Try,FALSE,,,2018-03-06 7:31:12,495e33fc337e862175008ae1b95c78da
Saar Zelevski ,2630,QM47,TRUE,FALSE,0,0,0,0,Ground,0,0,6,0,0,0,TRUE,Failed,Didn't Try,TRUE,,קיבלו 2 טק פאולס על כך שנתקעו בסקייל זמן מה. נשבר להם הטיפוס,2018-03-06 7:54:19,e3fa80b8950acd8c0db8920283b01633
טל שמר,2630,QM56,TRUE,FALSE,0,0,0,0,Ground,0,0,3,0,0,0,TRUE,Failed,Didn't Try,FALSE,,,2018-03-06 9:13:53,36e31ff46fc01910d555b0d79b7ce4be
Saar Zelevski ,2630,QM58,TRUE,FALSE,0,0,0,0,"Pyramid, Ground",3,0,4,1,0,0,TRUE,Failed,Didn't Try,FALSE,,טיפוס גרוע במיוחד,2018-03-06 9:25:59,6f5b2dd3f059dd302a156cb742df3146
סהר כספי,2630,QF3,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",2,0,4,0,0,0,TRUE,Failed,Didn't Try,FALSE,,,2018-03-06 12:39:08,8ca2ad0768166b3e6da214f523b04098
סהר כספי,2630,QF7,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",3,0,1,0,0,0,TRUE,Failed,Didn't Try,FALSE,דחף רובוט יריב,,2018-03-06 13:10:56,22c81d5c7369db7131b811023949c0f7
סהר כספי,2679,QM56,FALSE,FALSE,0,1,0,0,Pyramid,0,0,0,0,5,2,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 9:12:21,ee9f393c663a7a28cbba60a1e38e8660
Stav Eyal,2679,PM5,TRUE,FALSE,0,1,0,0,Pyramid,2,1,0,0,2,0,TRUE,Failed,Didn't Try,FALSE,,Installed auto cube on the wrong side of the switch,2018-03-05 10:14:33,aa80292013f18a639fcc710dd9de5a54
יעל אמיתי,2679,QM 12,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",1,0,0,0,6,0,FALSE,Failed,Didn't Try,FALSE,,מנעו מקבוצה הברית שלהם לטפס,2018-03-05 13:16:04,fbb63090824f1848baf59f7694283e7e
טל שמר,2679,QM19,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",0,1,0,0,3,0,TRUE,Failed,Didn't Try,FALSE,,השתחרר חבל טיפוס,2018-03-05 14:26:23,18c8993c31fb5e5f5d87cd5aa6246012
סהר כספי,2679,QM27,TRUE,FALSE,0,0,0,0,Pyramid,0,0,0,0,7,1,TRUE,Failed,Didn't Try,FALSE,,שבר חלק במגרש,2018-03-05 15:37:38,09a8d70f2f19714946249fa92d3813cc
מאיה לוי,2679,QM3,TRUE,FALSE,1,0,0,0,Pyramid,1,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,רובוט התנגש בו וגרם לו להפיל קובייה ,הכניס לסוויץ' של הברית השנייה באוטונומי,2018-03-05 11:46:14,c9e966e4fd60a96e24fc9c1021021d37
Saar Zelevski ,2679,QM33,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",1,1,0,0,4,0,FALSE,Didn't Try,Didn't Try,FALSE,,איסוף גרוע ומתפרק,2018-03-05 16:45:00,ef84a0c00c29f9c2679e0aa453e10b09
Saar Zelevski ,2679,QM7,TRUE,FALSE,0,1,0,0,"Ground, Pyramid",0,0,0,0,6,0,TRUE,Didn't Try,Didn't Try,FALSE,,הרבה עץ על הרובוט... נראה קצת כמו פרוטו,2018-03-05 12:26:13,ffe8f64a95dc5f8a471a584ef5f511eb
רני מלצר,2679,QM37,FALSE,FALSE,0,1,0,0,"Ground, Pyramid",0,1,0,0,9,3,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,שמט הרבה פאוור קיובס,2018-03-06 6:26:23,f4c9714ec54a576be3f802dbb9635d5a
יובל ויינשטיין,2679,QM42,TRUE,FALSE,0,0,0,0,Ground,4,0,0,0,5,1,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,אין,2018-03-06 7:12:25,834cce4045e08ab4f36a3c383aea6715
יובל ויינשטיין,2679,QM50,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,0,0,6,0,FALSE,Didn't Try,Didn't Try,FALSE,אין,התחמק מהגנה ,2018-03-06 8:18:26,1ec4910e34377923446f6211f1e50664
יעל אמיתי,2679,QF 8,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",1,1,0,0,6,1,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 13:22:51,a80595055cdf2e5e6faf7ba5782fd25c
ענב בר-ניר,3034,Pm 1,FALSE,FALSE,0,0,0,0,"Ground, Pyramid",2,1,0,1,0,0,TRUE,Didn't Try,Didn't Try,FALSE,לקראת סוף המשחק נתקל ברובוטים בדרך לפלטפורמה,ניסה לעלות לסקייל קוביות אך הן תמיד נפלו,2018-03-05 8:51:32,73503d0ba8fe70b1ab838622829c903e
ענב בר ניר,3034,QM 1,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",1,0,1,0,3,0,FALSE,Failed,Didn't Try,FALSE,הגנה ליד הפורטל,לא,2018-03-05 11:24:57,d441e6b6d7cd71babd45b858df8b7fb1
Stav Eyal,3034,QM14,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",2,0,1,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-05 13:58:47,a30c80386f0fb100667f2064f6126bfa
ענב בר ניר,3034,QM18,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",1,0,0,0,8,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגן,,2018-03-05 14:17:18,9f004a76ca8177e54d63f036002954a3
רני מלצר,3034,QM26,FALSE,FALSE,0,0,0,0,Ground,0,0,1,3,1,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגנו ,המשיכו לנסות scale למרות שלא עבד במקום לנסות דברים אחרים ,2018-03-05 15:27:04,3f8d02de61505157d9b53be84ca1755b
יובל ויינשטיין,3034,QM30,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,1,1,TRUE,Didn't Try,Didn't Try,FALSE,התמקד בעיקר בהגנה כל המשחק,"הזיז פירמידה יריבה
לא אסף שום קוביה",2018-03-05 16:25:03,1ac0ba9ccf691f169f5454e6eb77d380
טל שמר,3034,QM9,TRUE,FALSE,0,0,0,8,Ground,0,0,4,1,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,עבירה טכנית שהשופט לא ראה,2018-03-05 12:46:59,d578b6c601cc894e9964310aba6afc72
סהר כספי,3034,QM37,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",1,0,2,0,3,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 6:26:15,1a7d2a7a0c27c6628dfd4c0bd2aac2b4
ענב,3034,QM 50,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,5,1,0,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגן,פנלטי 5 נקודות,2018-03-06 8:18:11,894a621fcefa35802ec606aadf6ca822
Saar Zelevski ,3034,QM55,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",5,0,1,1,2,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 9:02:50,f24f0fc1f9f682ca643ff81c29765aca
ענב ,3034,QM 58,TRUE,FALSE,0,0,0,0,"Pyramid, Ground",1,0,3,1,1,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגן,אין,2018-03-06 9:27:53,c4506903433a421234ebe035620f5b75
Stav Eyal,3034,QF2,TRUE,FALSE,0,0,0,0,Ground,1,0,4,2,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 12:38:03,0d22cd0f7d8ffc96196533ee13064265
Stav Eyal,3034,QF6,TRUE,FALSE,0,0,0,0,Ground,0,1,1,3,1,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 13:05:01,63ecefa02961bd8bfc48684aa923c262
רני מלצר,3211,Pm6,TRUE,FALSE,0,1,0,0,Ground,0,0,1,2,0,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגן,"קיבל פאול על דחיפת קוביות

מתקשה מאוד לאסוף קוביות בלי קיר מאחוריהן",2018-03-05 10:28:47,035210835974910cdd4956b887acbeda
ניר,3211,QM31,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",0,0,1,0,2,0,TRUE,Didn't Try,Didn't Try,FALSE,,הפסיקו לעבוד ב45 השניות האחרונות של המשחק.,2018-03-05 17:22:28,1fee77a2085188f43f24f454adc330fd
Saar Zelevski ,3211,QM16,TRUE,FALSE,0,0,0,0,Ground,3,0,0,1,0,0,FALSE,Didn't Try,Didn't Try,TRUE,,"נגעו ברובוט מושבת, רובוט מביך",2018-03-05 13:56:12,545354e33b420195cba0cda5e6134305
סהר כספי,3211,QM19,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,לא זז,2018-03-05 14:26:09,3d6249cd087d71536567e92c494158f5
Stav Eyal,3211,QM2,TRUE,FALSE,0,1,0,0,Pyramid,0,0,0,1,3,0,FALSE,Didn't Try,Didn't Try,TRUE,,הרמפה נפתחה באמצע המשחק והם קיבלו disable,2018-03-05 11:51:02,58dc9265ef862c07f090f014c4d4daf3
Saar Zelevski ,3211,QM9,FALSE,FALSE,0,0,0,0,Ground,0,0,1,1,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,"הפילו את הקוביה באוטו לתוך הרובוט, והיא נתקעה שם לזמן קצר. נפלה להם הרמפה באמצע ולאחר מכן לא תפקדו.",2018-03-05 12:44:59,7c0d9db22d04c833f4aabe8a4eb421a5
Saar Zelevski ,3211,QM39,TRUE,FALSE,1,0,0,0,Ground,0,0,0,1,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 6:48:32,7b29372d9f70d730dfb6df112d0b5e29
ניר,3211,QM43,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",0,0,0,0,4,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 7:21:28,44043e5d3342801d5434654efa3d6bb8
Saar Zelevski ,3211,QM48,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",0,0,1,2,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,נהג גרוע,2018-03-06 8:02:55,b9691bd0c7447cd87b89bebef02bb8f8
Nir,3211,QM52,TRUE,FALSE,1,0,0,0,Ground,0,0,1,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 8:35:49,a2e6d93a615c674da63c01145ce6e8c1
רני מלצר,3211,Qf2,FALSE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,2,0,4,0,FALSE,Didn't Try,Didn't Try,TRUE,לא הגן,"אוטונומי לא עבד

פאול רגיל אחד 

Null zone TF",2018-03-06 12:32:01,241306d92db4deef9b208475bd843961
רני מלצר,3211,Qf6,TRUE,FALSE,0,0,1,1,"Ground, Pyramid",2,1,0,0,1,0,FALSE,Didn't Try,Didn't Try,FALSE,,מתקשים באיסוף פאוור קיובס,2018-03-06 13:04:35,ac16610b000021395c0a0095016fe0ee
רני מלצר,3211,Qf10,TRUE,FALSE,0,0,2,0,"Ground, Pyramid",3,0,1,0,3,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגנו,"שיפרו את האיסוף מאז המשחק הקודם

אוטונומי מדהים",2018-03-06 13:28:27,ec95c1932c61e6f0ab13cd8780ae1ff7
יובל ויינשטיין,3316,PM3,TRUE,FALSE,0,1,0,0,Ground,2,1,2,0,2,1,FALSE,Didn't Try,Didn't Try,FALSE,לא עשה הגנה,"בצע עבירה - קוביה לא בפלטה של הסקייל
מהיר
נתקע בדברים
התקנת אקסצ'יינג' מסורבלת כשהקוביה לא ישרה",2018-03-05 9:34:57,b04a01c7f259cb8ee5cf9108e7747eed
יעל אמיתי,3316,QM 13,TRUE,FALSE,0,1,0,0,Ground,0,0,3,3,0,0,TRUE,Successful,Didn't Try,FALSE,,D bug!,2018-03-05 13:28:53,b744691baf824d9f3b5acce022df3401
ענב בר ניר,3316,QM 2,TRUE,FALSE,1,0,0,0,"Pyramid, Ground",0,0,5,2,0,0,FALSE,Failed,Didn't Try,FALSE,לא,יאללה דיבאג!!!,2018-03-05 11:32:44,69c9a5b426faf9ca69a2bd955a9a7020
סהר כספי,3316,QM10,FALSE,FALSE,1,0,0,0,Ground,2,0,3,0,0,0,TRUE,Failed,Didn't Try,FALSE,מדהימים 🧡🖤,,2018-03-05 12:55:36,2bbe78842725e98196510010171afc7b
טל שמר,3316,QM18,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",0,0,5,1,0,1,TRUE,Didn't Try,Didn't Try,FALSE,,Dbug אלופים !!!,2018-03-05 14:16:14,30ebabcadb72a10b030b25343ae05e8a
Stav Eyal,3316,QM26,TRUE,FALSE,1,0,0,0,Ground,1,0,1,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,בעיות תקשורת,2018-03-05 15:39:53,0737940aafefedda0772969253b62e99
Saar Zelevski ,3316,QM35,TRUE,FALSE,0,1,0,0,"Pyramid, Ground",1,0,4,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,מעבר מסוכן קרוב לנול של היריב,2018-03-05 17:01:40,3075a938b4b3ac71a7638328d5b737b8
טל שמר,3316,QM43,TRUE,FALSE,0,1,0,0,"Ground, Pyramid",1,1,2,1,0,0,TRUE,Successful,Didn't Try,FALSE,,נתקעה פאור קיוב ברובוט רב המשחק,2018-03-06 7:22:28,4a11c27c171ea6f4a23350b6354eea06
יובל ויינשטיין,3316,QM49,TRUE,FALSE,1,0,0,0,Ground,3,1,0,0,0,0,TRUE,Successful,Didn't Try,TRUE,לא הגן,Dbug!!!,2018-03-06 8:14:45,3ced4820367e2acf1838e0802e7c4598
Saar Zelevski ,3316,QM56,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",5,0,0,0,0,0,FALSE,Failed,Didn't Try,FALSE,,,2018-03-06 9:12:20,ed77bf5a7a53b82fde0cba4536124401
יובל ויינשטיין,3316,QF4,FALSE,FALSE,0,0,0,0,Ground,0,0,6,0,0,0,TRUE,Successful,Didn't Try,FALSE,לא הגן,עבירה - בשליטה על 2 קוביות בו זמנית,2018-03-06 12:48:17,e52f6d1fe50f91af8443969888880a3d
יובל ויינשטיין,3316,QF8,TRUE,FALSE,1,0,0,0,Ground,4,1,2,0,0,0,TRUE,Successful,Didn't Try,FALSE,אין,התקין קוביה בסוויץ' יריב,2018-03-06 13:26:07,2cfad70665076dafdb821678c7348917
יובל ויינשטיין,3316,QF12,TRUE,FALSE,0,0,0,0,Ground,0,0,6,1,0,0,TRUE,Successful,Didn't Try,FALSE,אין,עבירה - שליטה בשתי קוביות בו זמנית,2018-03-06 13:36:15,58a3b3bce1738a1fef0c872a22b7666f
יובל ויינשטיין,4319,PM2,TRUE,FALSE,0,0,0,0,Portal,0,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא עשה הגנה,ניסה לאסוף מהרצפה כמה פעמים ולא הצליח באף אחת,2018-03-05 9:16:40,826a635d47604512798c3f7c8830c435
רני מלצר,4319,QM1,FALSE,FALSE,0,0,0,0,Portal,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגנו,"לא הצליח לקלוט קוביות מהפורטל ולא לאסוף מהרצפה

הפריע לרובוט מאותה הברית בזמן התקנה על סקייל",2018-03-05 11:25:06,87b6cc812710bd5e20cadf4448c531c9
Saar Zelevski ,4319,QM12,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,רובוט נכה,2018-03-05 13:13:54,7693a3288c7672cedc5af76508cdc263
Stav Eyal,4319,QM12,TRUE,FALSE,0,0,0,0,Portal,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,"רובוט בשקל תשעים
לא מצליח לאסוף בכלל",2018-03-05 13:42:28,6a56b398a58fc2f8a1a554c584eeb4b1
ענב בר ניר,4319,QM20,TRUE,FALSE,0,0,0,0,Portal,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,הגן קצת מול הסוויץ',"נתקעו כשנשארה דקה למשחק, לא הצליחו לאסוף מהפורטל",2018-03-05 14:38:25,fb8f475c11c4124e0c62421c54c1f087
רני מלצר,4319,QM24,TRUE,FALSE,0,0,0,0,Portal,0,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,TRUE,ניסו למנוע מרובוט יריב להגיע לפלטפורמה,"נהגת אגרסיבית
Tf 1",2018-03-05 15:10:29,28bd1e9698d0da4f58eb2677aba06a20
סהר כספי,4319,QM40,TRUE,FALSE,0,0,0,0,Portal,0,1,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,קיבלו כרטיס צהוב,מפיל קוביות בקלות,2018-03-06 6:55:59,d4a5942d1b0dff8bfc6b8e91c528dfa4
סהר כספי,4319,QM42,TRUE,FALSE,0,0,0,0,Portal,0,0,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 7:12:54,e60118a11b920302de3fd0553a765f0b
Stav Eyal,4319,QM47,TRUE,FALSE,0,0,0,0,Ground,1,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,TRUE,,"נהג כפתורים מתבלבל בכפתורים
נוגעים ברובוטים בnull zone",2018-03-06 7:54:49,49016b795583cab651693c98b435dd42
Saar Zelevski ,4319,QM52,TRUE,FALSE,0,0,0,0,Portal,0,0,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,אני לא יכול לנשום,2018-03-06 8:36:02,a1cbb9c4229fd7f8ce29459bb4dfdfb7
Saar Zelevski ,4319,QM29r,TRUE,FALSE,0,0,0,0,Portal,0,3,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 10:23:15,92fd90d575687d60ad0b2a9bf9161c67
טל שמר,4319,QM8,TRUE,FALSE,0,0,0,0,Ground,1,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,ניסה לקחת מהפורטל ולא הצליח,2018-03-05 12:38:20,cd817919feade30d5007cf5b96385300
Saar Zelevski ,4338,Qf7,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",1,0,0,0,3,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 13:10:55,04295cfcbb6ddbfa23ce248e5e5d3582
ענב,4338,Pm 5,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא זז,לא זז,2018-03-05 10:08:27,57855cdfa8a08958c45996f0cdc8dbbc
ניר,4338,QM34,TRUE,FALSE,0,1,0,0,Ground,0,0,0,0,0,2,TRUE,Failed,Didn't Try,FALSE,,התקינו קובייה בצד הלא נכון של הסוויטצ׳.,2018-03-05 16:53:11,797fe0fda933f1c33570ccf3030a96b1
Stav Eyal,4338,QM10,TRUE,FALSE,0,1,0,0,Ground,1,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,שיחקו הגנה,"התפרק להם גלגל ממערכת האיסוף וההתקנה
קובייה נפלה להם לתוך הרובוט
נפלה המעלית (המעלית עצמה לא השלבים שלה)",2018-03-05 13:30:11,775ce0dec93ecfb5f5a618dfcfd29578
